From	To	Species	Gene Name
HNRNPUL2	221092	Homo sapiens	heterogeneous nuclear ribonucleoprotein U like 2(HNRNPUL2)
GPD2	2820	Homo sapiens	glycerol-3-phosphate dehydrogenase 2(GPD2)
SCN8A	6334	Homo sapiens	sodium voltage-gated channel alpha subunit 8(SCN8A)
DOK6	220164	Homo sapiens	docking protein 6(DOK6)
CKMT2-AS1	100131067	Homo sapiens	CKMT2 antisense RNA 1(CKMT2-AS1)
PSMD11	5717	Homo sapiens	proteasome 26S subunit, non-ATPase 11(PSMD11)
PSMD14	10213	Homo sapiens	proteasome 26S subunit, non-ATPase 14(PSMD14)
YTHDC1	91746	Homo sapiens	YTH N6-methyladenosine RNA binding protein C1(YTHDC1)
YTHDC2	64848	Homo sapiens	YTH N6-methyladenosine RNA binding protein C2(YTHDC2)
SEL1L	6400	Homo sapiens	SEL1L adaptor subunit of SYVN1 ubiquitin ligase(SEL1L)
SLC1A1	6505	Homo sapiens	solute carrier family 1 member 1(SLC1A1)
ATP5MC2	517	Homo sapiens	ATP synthase membrane subunit c locus 2(ATP5MC2)
SLC1A2	6506	Homo sapiens	solute carrier family 1 member 2(SLC1A2)
SLC1A3	6507	Homo sapiens	solute carrier family 1 member 3(SLC1A3)
TOR1AIP2	163590	Homo sapiens	torsin 1A interacting protein 2(TOR1AIP2)
PSEN1	5663	Homo sapiens	presenilin 1(PSEN1)
PDS5B	23047	Homo sapiens	PDS5 cohesin associated factor B(PDS5B)
PDS5A	23244	Homo sapiens	PDS5 cohesin associated factor A(PDS5A)
SUPT6H	6830	Homo sapiens	SPT6 homolog, histone chaperone and transcription elongation factor(SUPT6H)
RASGRP3	25780	Homo sapiens	RAS guanyl releasing protein 3(RASGRP3)
MIR4435-2HG	541471	Homo sapiens	MIR4435-2 host gene(MIR4435-2HG)
FUT8	2530	Homo sapiens	fucosyltransferase 8(FUT8)
KIF3B	9371	Homo sapiens	kinesin family member 3B(KIF3B)
CALD1	800	Homo sapiens	caldesmon 1(CALD1)
DEAF1	10522	Homo sapiens	DEAF1 transcription factor(DEAF1)
FUT9	10690	Homo sapiens	fucosyltransferase 9(FUT9)
KIF3A	11127	Homo sapiens	kinesin family member 3A(KIF3A)
PACSIN2	11252	Homo sapiens	protein kinase C and casein kinase substrate in neurons 2(PACSIN2)
NPHP3	27031	Homo sapiens	nephrocystin 3(NPHP3)
CAMTA1	23261	Homo sapiens	calmodulin binding transcription activator 1(CAMTA1)
CAMTA2	23125	Homo sapiens	calmodulin binding transcription activator 2(CAMTA2)
NPHP4	261734	Homo sapiens	nephrocystin 4(NPHP4)
KIF3C	3797	Homo sapiens	kinesin family member 3C(KIF3C)
NDUFV3	4731	Homo sapiens	NADH:ubiquinone oxidoreductase subunit V3(NDUFV3)
NXPH1	30010	Homo sapiens	neurexophilin 1(NXPH1)
NDUFV1	4723	Homo sapiens	NADH:ubiquinone oxidoreductase core subunit V1(NDUFV1)
PACSIN1	29993	Homo sapiens	protein kinase C and casein kinase substrate in neurons 1(PACSIN1)
FDPS	2224	Homo sapiens	farnesyl diphosphate synthase(FDPS)
PRNP	5621	Homo sapiens	prion protein (Kanno blood group)(PRNP)
ITPRID2	6744	Homo sapiens	ITPR interacting domain containing 2(ITPRID2)
GGT7	2686	Homo sapiens	gamma-glutamyltransferase 7(GGT7)
SPATA6L	55064	Homo sapiens	spermatogenesis associated 6 like(SPATA6L)
PHF12	57649	Homo sapiens	PHD finger protein 12(PHF12)
VTA1	51534	Homo sapiens	vesicle trafficking 1(VTA1)
SSH2	85464	Homo sapiens	slingshot protein phosphatase 2(SSH2)
SUPT5H	6829	Homo sapiens	SPT5 homolog, DSIF elongation factor subunit(SUPT5H)
CLK4	57396	Homo sapiens	CDC like kinase 4(CLK4)
SSH1	54434	Homo sapiens	slingshot protein phosphatase 1(SSH1)
CLK1	1195	Homo sapiens	CDC like kinase 1(CLK1)
QDPR	5860	Homo sapiens	quinoid dihydropteridine reductase(QDPR)
AFDN	4301	Homo sapiens	afadin, adherens junction formation factor(AFDN)
PAN3	255967	Homo sapiens	poly(A) specific ribonuclease subunit PAN3(PAN3)
PHF14	9678	Homo sapiens	PHD finger protein 14(PHF14)
RSRP1	57035	Homo sapiens	arginine and serine rich protein 1(RSRP1)
SERGEF	26297	Homo sapiens	secretion regulating guanine nucleotide exchange factor(SERGEF)
PICALM	8301	Homo sapiens	phosphatidylinositol binding clathrin assembly protein(PICALM)
SNED1	25992	Homo sapiens	sushi, nidogen and EGF like domains 1(SNED1)
GSK3B	2932	Homo sapiens	glycogen synthase kinase 3 beta(GSK3B)
DDX3X	1654	Homo sapiens	DEAD-box helicase 3 X-linked(DDX3X)
DDX46	9879	Homo sapiens	DEAD-box helicase 46(DDX46)
MAST4	375449	Homo sapiens	microtubule associated serine/threonine kinase family member 4(MAST4)
MAST3	23031	Homo sapiens	microtubule associated serine/threonine kinase 3(MAST3)
MAST2	23139	Homo sapiens	microtubule associated serine/threonine kinase 2(MAST2)
MAST1	22983	Homo sapiens	microtubule associated serine/threonine kinase 1(MAST1)
DDX42	11325	Homo sapiens	DEAD-box helicase 42(DDX42)
ARHGEF10L	55160	Homo sapiens	Rho guanine nucleotide exchange factor 10 like(ARHGEF10L)
AFF3	3899	Homo sapiens	ALF transcription elongation factor 3(AFF3)
PPP1R9A	55607	Homo sapiens	protein phosphatase 1 regulatory subunit 9A(PPP1R9A)
AFF4	27125	Homo sapiens	ALF transcription elongation factor 4(AFF4)
GPHN	10243	Homo sapiens	gephyrin(GPHN)
AFF1	4299	Homo sapiens	ALF transcription elongation factor 1(AFF1)
SEPTIN11	55752	Homo sapiens	septin 11(SEPTIN11)
AFF2	2334	Homo sapiens	ALF transcription elongation factor 2(AFF2)
GALNT8	26290	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 8(GALNT8)
PLA2G4C	8605	Homo sapiens	phospholipase A2 group IVC(PLA2G4C)
DDX50	79009	Homo sapiens	DExD-box helicase 50(DDX50)
PJA2	9867	Homo sapiens	praja ring finger ubiquitin ligase 2(PJA2)
LMBRD1	55788	Homo sapiens	LMBR1 domain containing 1(LMBRD1)
CREB1	1385	Homo sapiens	cAMP responsive element binding protein 1(CREB1)
LMBRD2	92255	Homo sapiens	LMBR1 domain containing 2(LMBRD2)
NDUFS4	4724	Homo sapiens	NADH:ubiquinone oxidoreductase subunit S4(NDUFS4)
ATG4C	84938	Homo sapiens	autophagy related 4C cysteine peptidase(ATG4C)
NDUFS2	4720	Homo sapiens	NADH:ubiquinone oxidoreductase core subunit S2(NDUFS2)
ATG4B	23192	Homo sapiens	autophagy related 4B cysteine peptidase(ATG4B)
NDUFS1	4719	Homo sapiens	NADH:ubiquinone oxidoreductase core subunit S1(NDUFS1)
NCBP3	55421	Homo sapiens	nuclear cap binding subunit 3(NCBP3)
EAPP	55837	Homo sapiens	E2F associated phosphoprotein(EAPP)
INA	9118	Homo sapiens	internexin neuronal intermediate filament protein alpha(INA)
NUP58	9818	Homo sapiens	nucleoporin 58(NUP58)
CREB5	9586	Homo sapiens	cAMP responsive element binding protein 5(CREB5)
DCTN5	84516	Homo sapiens	dynactin subunit 5(DCTN5)
NIM1K	167359	Homo sapiens	NIM1 serine/threonine protein kinase(NIM1K)
PARG	8505	Homo sapiens	poly(ADP-ribose) glycohydrolase(PARG)
DDX24	57062	Homo sapiens	DEAD-box helicase 24(DDX24)
DCTN1	1639	Homo sapiens	dynactin subunit 1(DCTN1)
DCTN4	51164	Homo sapiens	dynactin subunit 4(DCTN4)
PARN	5073	Homo sapiens	poly(A)-specific ribonuclease(PARN)
CRMP1	1400	Homo sapiens	collapsin response mediator protein 1(CRMP1)
CLCN3	1182	Homo sapiens	chloride voltage-gated channel 3(CLCN3)
PARL	55486	Homo sapiens	presenilin associated rhomboid like(PARL)
ATAD2B	54454	Homo sapiens	ATPase family AAA domain containing 2B(ATAD2B)
MAT2A	4144	Homo sapiens	methionine adenosyltransferase 2A(MAT2A)
SH3TC2	79628	Homo sapiens	SH3 domain and tetratricopeptide repeats 2(SH3TC2)
NUP42	11097	Homo sapiens	nucleoporin 42(NUP42)
CLMN	79789	Homo sapiens	calmin(CLMN)
GALNT7	51809	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 7(GALNT7)
MBTPS1	8720	Homo sapiens	membrane bound transcription factor peptidase, site 1(MBTPS1)
CHURC1	91612	Homo sapiens	churchill domain containing 1(CHURC1)
GALNT2	2590	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 2(GALNT2)
GALNT1	2589	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 1(GALNT1)
MAPK14	1432	Homo sapiens	mitogen-activated protein kinase 14(MAPK14)
ALOX12-AS1	100506713	Homo sapiens	ALOX12 antisense RNA 1(ALOX12-AS1)
U2SURP	23350	Homo sapiens	U2 snRNP associated SURP domain containing(U2SURP)
MAPK10	5602	Homo sapiens	mitogen-activated protein kinase 10(MAPK10)
CLCN6	1185	Homo sapiens	chloride voltage-gated channel 6(CLCN6)
CLCN4	1183	Homo sapiens	chloride voltage-gated channel 4(CLCN4)
KATNBL1	79768	Homo sapiens	katanin regulatory subunit B1 like 1(KATNBL1)
SHLD2	54537	Homo sapiens	shieldin complex subunit 2(SHLD2)
FAM131A	131408	Homo sapiens	family with sequence similarity 131 member A(FAM131A)
LNX1	84708	Homo sapiens	ligand of numb-protein X 1(LNX1)
CHPT1	56994	Homo sapiens	choline phosphotransferase 1(CHPT1)
R3HDM1	23518	Homo sapiens	R3H domain containing 1(R3HDM1)
CLUAP1	23059	Homo sapiens	clusterin associated protein 1(CLUAP1)
R3HDM2	22864	Homo sapiens	R3H domain containing 2(R3HDM2)
CYFIP2	26999	Homo sapiens	cytoplasmic FMR1 interacting protein 2(CYFIP2)
RB1	5925	Homo sapiens	RB transcriptional corepressor 1(RB1)
RPL5	6125	Homo sapiens	ribosomal protein L5(RPL5)
CYFIP1	23191	Homo sapiens	cytoplasmic FMR1 interacting protein 1(CYFIP1)
PATJ	10207	Homo sapiens	PATJ crumbs cell polarity complex component(PATJ)
GABPB2	126626	Homo sapiens	GA binding protein transcription factor subunit beta 2(GABPB2)
RPL3	6122	Homo sapiens	ribosomal protein L3(RPL3)
TRRAP	8295	Homo sapiens	transformation/transcription domain associated protein(TRRAP)
COL12A1	1303	Homo sapiens	collagen type XII alpha 1 chain(COL12A1)
STMN2	11075	Homo sapiens	stathmin 2(STMN2)
STMN3	50861	Homo sapiens	stathmin 3(STMN3)
RPL8	6132	Homo sapiens	ribosomal protein L8(RPL8)
BACH1	571	Homo sapiens	BTB domain and CNC homolog 1(BACH1)
RPL9	6133	Homo sapiens	ribosomal protein L9(RPL9)
BACH2	60468	Homo sapiens	BTB domain and CNC homolog 2(BACH2)
RPL6	6128	Homo sapiens	ribosomal protein L6(RPL6)
PCMT1	5110	Homo sapiens	protein-L-isoaspartate (D-aspartate) O-methyltransferase(PCMT1)
STMN1	3925	Homo sapiens	stathmin 1(STMN1)
ZXDC	79364	Homo sapiens	ZXD family zinc finger C(ZXDC)
DIP2A	23181	Homo sapiens	disco interacting protein 2 homolog A(DIP2A)
DIP2B	57609	Homo sapiens	disco interacting protein 2 homolog B(DIP2B)
MPV17	4358	Homo sapiens	mitochondrial inner membrane protein MPV17(MPV17)
DIP2C	22982	Homo sapiens	disco interacting protein 2 homolog C(DIP2C)
UNC13B	10497	Homo sapiens	unc-13 homolog B(UNC13B)
TSPYL2	64061	Homo sapiens	TSPY like 2(TSPYL2)
UNC13C	440279	Homo sapiens	unc-13 homolog C(UNC13C)
ACOT7	11332	Homo sapiens	acyl-CoA thioesterase 7(ACOT7)
UNC13A	23025	Homo sapiens	unc-13 homolog A(UNC13A)
TSPYL1	7259	Homo sapiens	TSPY like 1(TSPYL1)
TRIQK	286144	Homo sapiens	triple QxxK/R motif containing(TRIQK)
DAPK1	1612	Homo sapiens	death associated protein kinase 1(DAPK1)
ZNF160	90338	Homo sapiens	zinc finger protein 160(ZNF160)
DAPK2	23604	Homo sapiens	death associated protein kinase 2(DAPK2)
SYTL2	54843	Homo sapiens	synaptotagmin like 2(SYTL2)
NISCH	11188	Homo sapiens	nischarin(NISCH)
KIAA1217	56243	Homo sapiens	KIAA1217(KIAA1217)
DYNC1LI1	51143	Homo sapiens	dynein cytoplasmic 1 light intermediate chain 1(DYNC1LI1)
DYNC1LI2	1783	Homo sapiens	dynein cytoplasmic 1 light intermediate chain 2(DYNC1LI2)
BIN1	274	Homo sapiens	bridging integrator 1(BIN1)
PRR16	51334	Homo sapiens	proline rich 16(PRR16)
YME1L1	10730	Homo sapiens	YME1 like 1 ATPase(YME1L1)
HPRT1	3251	Homo sapiens	hypoxanthine phosphoribosyltransferase 1(HPRT1)
TSPYL4	23270	Homo sapiens	TSPY like 4(TSPYL4)
POM121	9883	Homo sapiens	POM121 transmembrane nucleoporin(POM121)
C4orf50	389197	Homo sapiens	chromosome 4 open reading frame 50(C4orf50)
MAPKAP1	79109	Homo sapiens	MAPK associated protein 1(MAPKAP1)
RPN1	6184	Homo sapiens	ribophorin I(RPN1)
HSPA4L	22824	Homo sapiens	heat shock protein family A (Hsp70) member 4 like(HSPA4L)
ENDOD1	23052	Homo sapiens	endonuclease domain containing 1(ENDOD1)
SNU13	4809	Homo sapiens	small nuclear ribonucleoprotein 13(SNU13)
HIF1A	3091	Homo sapiens	hypoxia inducible factor 1 subunit alpha(HIF1A)
ABR	29	Homo sapiens	ABR activator of RhoGEF and GTPase(ABR)
PPP3R1	5534	Homo sapiens	protein phosphatase 3 regulatory subunit B, alpha(PPP3R1)
RIC8B	55188	Homo sapiens	RIC8 guanine nucleotide exchange factor B(RIC8B)
CHST11	50515	Homo sapiens	carbohydrate sulfotransferase 11(CHST11)
CHST12	55501	Homo sapiens	carbohydrate sulfotransferase 12(CHST12)
RAD21	5885	Homo sapiens	RAD21 cohesin complex component(RAD21)
CHST15	51363	Homo sapiens	carbohydrate sulfotransferase 15(CHST15)
SSR1	6745	Homo sapiens	signal sequence receptor subunit 1(SSR1)
ZNF148	7707	Homo sapiens	zinc finger protein 148(ZNF148)
KIAA0319L	79932	Homo sapiens	KIAA0319 like(KIAA0319L)
ZNF146	7705	Homo sapiens	zinc finger protein 146(ZNF146)
ST13	6767	Homo sapiens	ST13 Hsp70 interacting protein(ST13)
RDX	5962	Homo sapiens	radixin(RDX)
TRIP4	9325	Homo sapiens	thyroid hormone receptor interactor 4(TRIP4)
MTHFR	4524	Homo sapiens	methylenetetrahydrofolate reductase(MTHFR)
UPF3B	65109	Homo sapiens	UPF3B regulator of nonsense mediated mRNA decay(UPF3B)
BRAF	673	Homo sapiens	B-Raf proto-oncogene, serine/threonine kinase(BRAF)
UPF3A	65110	Homo sapiens	UPF3A regulator of nonsense mediated mRNA decay(UPF3A)
INO80	54617	Homo sapiens	INO80 complex ATPase subunit(INO80)
ST18	9705	Homo sapiens	ST18 C2H2C-type zinc finger transcription factor(ST18)
GLUD1	2746	Homo sapiens	glutamate dehydrogenase 1(GLUD1)
NPLOC4	55666	Homo sapiens	NPL4 homolog, ubiquitin recognition factor(NPLOC4)
TADA2A	6871	Homo sapiens	transcriptional adaptor 2A(TADA2A)
OGDH	4967	Homo sapiens	oxoglutarate dehydrogenase(OGDH)
HBP1	26959	Homo sapiens	HMG-box transcription factor 1(HBP1)
SERPINI1	5274	Homo sapiens	serpin family I member 1(SERPINI1)
ZNF138	7697	Homo sapiens	zinc finger protein 138(ZNF138)
GALNTL6	442117	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase like 6(GALNTL6)
LINC00662	148189	Homo sapiens	long intergenic non-protein coding RNA 662(LINC00662)
CDC42SE2	56990	Homo sapiens	CDC42 small effector 2(CDC42SE2)
ZNF133	7692	Homo sapiens	zinc finger protein 133(ZNF133)
ZNF131	7690	Homo sapiens	zinc finger protein 131(ZNF131)
TCF25	22980	Homo sapiens	transcription factor 25(TCF25)
CLTC	1213	Homo sapiens	clathrin heavy chain(CLTC)
ADK	132	Homo sapiens	adenosine kinase(ADK)
SRP54	6729	Homo sapiens	signal recognition particle 54(SRP54)
CLTA	1211	Homo sapiens	clathrin light chain A(CLTA)
FMN1	342184	Homo sapiens	formin 1(FMN1)
TCF20	6942	Homo sapiens	transcription factor 20(TCF20)
FMN2	56776	Homo sapiens	formin 2(FMN2)
TRIM8	81603	Homo sapiens	tripartite motif containing 8(TRIM8)
ING5	84289	Homo sapiens	inhibitor of growth family member 5(ING5)
TRIM9	114088	Homo sapiens	tripartite motif containing 9(TRIM9)
DSTYK	25778	Homo sapiens	dual serine/threonine and tyrosine protein kinase(DSTYK)
PIP4P2	55529	Homo sapiens	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2(PIP4P2)
TRIM2	23321	Homo sapiens	tripartite motif containing 2(TRIM2)
ANXA6	309	Homo sapiens	annexin A6(ANXA6)
RACK1	10399	Homo sapiens	receptor for activated C kinase 1(RACK1)
SPIN1	10927	Homo sapiens	spindlin 1(SPIN1)
ANXA7	310	Homo sapiens	annexin A7(ANXA7)
AP3S2	10239	Homo sapiens	adaptor related protein complex 3 subunit sigma 2(AP3S2)
AP3S1	1176	Homo sapiens	adaptor related protein complex 3 subunit sigma 1(AP3S1)
XXYLT1	152002	Homo sapiens	xyloside xylosyltransferase 1(XXYLT1)
GARNL3	84253	Homo sapiens	GTPase activating Rap/RanGAP domain like 3(GARNL3)
TAPT1-AS1	202020	Homo sapiens	TAPT1 antisense RNA 1 (head to head)(TAPT1-AS1)
BRD1	23774	Homo sapiens	bromodomain containing 1(BRD1)
ANXA4	307	Homo sapiens	annexin A4(ANXA4)
IFNGR2	3460	Homo sapiens	interferon gamma receptor 2(IFNGR2)
ITPK1	3705	Homo sapiens	inositol-tetrakisphosphate 1-kinase(ITPK1)
TCF12	6938	Homo sapiens	transcription factor 12(TCF12)
TET2	54790	Homo sapiens	tet methylcytosine dioxygenase 2(TET2)
SERPINB6	5269	Homo sapiens	serpin family B member 6(SERPINB6)
ITPKB	3707	Homo sapiens	inositol-trisphosphate 3-kinase B(ITPKB)
C11orf87	399947	Homo sapiens	chromosome 11 open reading frame 87(C11orf87)
BACE1	23621	Homo sapiens	beta-secretase 1(BACE1)
LINC00609	101101773	Homo sapiens	long intergenic non-protein coding RNA 609(LINC00609)
MRAS	22808	Homo sapiens	muscle RAS oncogene homolog(MRAS)
INF2	64423	Homo sapiens	inverted formin 2(INF2)
IVD	3712	Homo sapiens	isovaleryl-CoA dehydrogenase(IVD)
TET3	200424	Homo sapiens	tet methylcytosine dioxygenase 3(TET3)
PHLPP2	23035	Homo sapiens	PH domain and leucine rich repeat protein phosphatase 2(PHLPP2)
PHLPP1	23239	Homo sapiens	PH domain and leucine rich repeat protein phosphatase 1(PHLPP1)
SF3B3	23450	Homo sapiens	splicing factor 3b subunit 3(SF3B3)
MIR2052HG	441355	Homo sapiens	MIR2052 host gene(MIR2052HG)
TM9SF4	9777	Homo sapiens	transmembrane 9 superfamily member 4(TM9SF4)
ECPAS	23392	Homo sapiens	Ecm29 proteasome adaptor and scaffold(ECPAS)
TM9SF3	56889	Homo sapiens	transmembrane 9 superfamily member 3(TM9SF3)
ATP6AP1L	92270	Homo sapiens	ATPase H+ transporting accessory protein 1 like (pseudogene)(ATP6AP1L)
BCLAF3	256643	Homo sapiens	BCLAF1 and THRAP3 family member 3(BCLAF3)
BCLAF1	9774	Homo sapiens	BCL2 associated transcription factor 1(BCLAF1)
LINC00639	283547	Homo sapiens	long intergenic non-protein coding RNA 639(LINC00639)
RPS3	6188	Homo sapiens	ribosomal protein S3(RPS3)
SC5D	6309	Homo sapiens	sterol-C5-desaturase(SC5D)
ZNF106	64397	Homo sapiens	zinc finger protein 106(ZNF106)
BRD8	10902	Homo sapiens	bromodomain containing 8(BRD8)
RPS2	6187	Homo sapiens	ribosomal protein S2(RPS2)
LINC00630	100287765	Homo sapiens	long intergenic non-protein coding RNA 630(LINC00630)
SF3B1	23451	Homo sapiens	splicing factor 3b subunit 1(SF3B1)
BRD4	23476	Homo sapiens	bromodomain containing 4(BRD4)
LINC00632	286411	Homo sapiens	long intergenic non-protein coding RNA 632(LINC00632)
WWOX	51741	Homo sapiens	WW domain containing oxidoreductase(WWOX)
BRF1	2972	Homo sapiens	BRF1 RNA polymerase III transcription initiation factor subunit(BRF1)
SEPTIN2	4735	Homo sapiens	septin 2(SEPTIN2)
AGK	55750	Homo sapiens	acylglycerol kinase(AGK)
AGL	178	Homo sapiens	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase(AGL)
NDE1	54820	Homo sapiens	nudE neurodevelopment protein 1(NDE1)
WWP1	11059	Homo sapiens	WW domain containing E3 ubiquitin protein ligase 1(WWP1)
SEPTIN6	23157	Homo sapiens	septin 6(SEPTIN6)
WWP2	11060	Homo sapiens	WW domain containing E3 ubiquitin protein ligase 2(WWP2)
SEPTIN3	55964	Homo sapiens	septin 3(SEPTIN3)
TYW1B	441250	Homo sapiens	tRNA-yW synthesizing protein 1 homolog B(TYW1B)
SEPTIN4	5414	Homo sapiens	septin 4(SEPTIN4)
SEPTIN9	10801	Homo sapiens	septin 9(SEPTIN9)
C11orf58	10944	Homo sapiens	chromosome 11 open reading frame 58(C11orf58)
BLCAP	10904	Homo sapiens	BLCAP apoptosis inducing factor(BLCAP)
SEPTIN7	989	Homo sapiens	septin 7(SEPTIN7)
KTN1	3895	Homo sapiens	kinectin 1(KTN1)
SEPTIN8	23176	Homo sapiens	septin 8(SEPTIN8)
TM9SF2	9375	Homo sapiens	transmembrane 9 superfamily member 2(TM9SF2)
AGBL4	84871	Homo sapiens	AGBL carboxypeptidase 4(AGBL4)
RYBP	23429	Homo sapiens	RING1 and YY1 binding protein(RYBP)
MORN4	118812	Homo sapiens	MORN repeat containing 4(MORN4)
LPCAT4	254531	Homo sapiens	lysophosphatidylcholine acyltransferase 4(LPCAT4)
HSPA1A	3303	Homo sapiens	heat shock protein family A (Hsp70) member 1A(HSPA1A)
DGKG	1608	Homo sapiens	diacylglycerol kinase gamma(DGKG)
CHRM3	1131	Homo sapiens	cholinergic receptor muscarinic 3(CHRM3)
DGKE	8526	Homo sapiens	diacylglycerol kinase epsilon(DGKE)
DGKD	8527	Homo sapiens	diacylglycerol kinase delta(DGKD)
ATP8A2	51761	Homo sapiens	ATPase phospholipid transporting 8A2(ATP8A2)
ATP8A1	10396	Homo sapiens	ATPase phospholipid transporting 8A1(ATP8A1)
CLSTN2	64084	Homo sapiens	calsyntenin 2(CLSTN2)
CLSTN3	9746	Homo sapiens	calsyntenin 3(CLSTN3)
DGKB	1607	Homo sapiens	diacylglycerol kinase beta(DGKB)
TUSC3	7991	Homo sapiens	tumor suppressor candidate 3(TUSC3)
CTNND2	1501	Homo sapiens	catenin delta 2(CTNND2)
FMR1	2332	Homo sapiens	fragile X messenger ribonucleoprotein 1(FMR1)
CTNND1	1500	Homo sapiens	catenin delta 1(CTNND1)
CLSTN1	22883	Homo sapiens	calsyntenin 1(CLSTN1)
CDH9	1007	Homo sapiens	cadherin 9(CDH9)
BZW1	9689	Homo sapiens	basic leucine zipper and W2 domains 1(BZW1)
CDH8	1006	Homo sapiens	cadherin 8(CDH8)
CDH7	1005	Homo sapiens	cadherin 7(CDH7)
ABHD12	26090	Homo sapiens	abhydrolase domain containing 12, lysophospholipase(ABHD12)
C11orf54	28970	Homo sapiens	chromosome 11 open reading frame 54(C11orf54)
RPH3A	22895	Homo sapiens	rabphilin 3A(RPH3A)
CDH4	1002	Homo sapiens	cadherin 4(CDH4)
CDH2	1000	Homo sapiens	cadherin 2(CDH2)
TUBB3	10381	Homo sapiens	tubulin beta 3 class III(TUBB3)
SMARCAD1	56916	Homo sapiens	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1(SMARCAD1)
TPD52	7163	Homo sapiens	tumor protein D52(TPD52)
BIVM	54841	Homo sapiens	basic, immunoglobulin-like variable motif containing(BIVM)
ANKRD36C	400986	Homo sapiens	ankyrin repeat domain 36C(ANKRD36C)
SEMA6A	57556	Homo sapiens	semaphorin 6A(SEMA6A)
RPS7	6201	Homo sapiens	ribosomal protein S7(RPS7)
RPS8	6202	Homo sapiens	ribosomal protein S8(RPS8)
SEMA6D	80031	Homo sapiens	semaphorin 6D(SEMA6D)
ZBED3-AS1	728723	Homo sapiens	ZBED3 antisense RNA 1(ZBED3-AS1)
RPS6	6194	Homo sapiens	ribosomal protein S6(RPS6)
MITF	4286	Homo sapiens	melanocyte inducing transcription factor(MITF)
TEX2	55852	Homo sapiens	testis expressed 2(TEX2)
DGKZ	8525	Homo sapiens	diacylglycerol kinase zeta(DGKZ)
MOB3B	79817	Homo sapiens	MOB kinase activator 3B(MOB3B)
ARMCX3	51566	Homo sapiens	armadillo repeat containing X-linked 3(ARMCX3)
ST7L	54879	Homo sapiens	suppression of tumorigenicity 7 like(ST7L)
CACNB2	783	Homo sapiens	calcium voltage-gated channel auxiliary subunit beta 2(CACNB2)
ARMCX4	100131755	Homo sapiens	armadillo repeat containing X-linked 4(ARMCX4)
CACNB4	785	Homo sapiens	calcium voltage-gated channel auxiliary subunit beta 4(CACNB4)
RALGAPB	57148	Homo sapiens	Ral GTPase activating protein non-catalytic subunit beta(RALGAPB)
MADD	8567	Homo sapiens	MAP kinase activating death domain(MADD)
TNIK	23043	Homo sapiens	TRAF2 and NCK interacting kinase(TNIK)
XIST	7503	Homo sapiens	X inactive specific transcript(XIST)
ANKRD36B	57730	Homo sapiens	ankyrin repeat domain 36B(ANKRD36B)
DGKI	9162	Homo sapiens	diacylglycerol kinase iota(DGKI)
DGKH	160851	Homo sapiens	diacylglycerol kinase eta(DGKH)
